EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
igbt_0148_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0149_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0149_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0150_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0150_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0151_f60,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0151_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0152_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0152_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0153_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0153_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0154_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0154_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0155_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0155_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0156_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0156_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0157_f60,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0157_f80,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
igbt_0158_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0158_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0159_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0159_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0160_f60,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE
igbt_0160_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0161_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0161_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0162_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0162_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0163_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0163_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0164_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0164_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0165_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0165_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0166_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0166_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0167_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0167_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0168_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0168_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0169_f60,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0169_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0170_f60,SPIN COAT PHOTORESIST,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,DEVELOP PHOTORESIST,SOFT BAKE
igbt_0170_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0171_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0171_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0172_f60,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0172_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0173_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0173_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0174_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0174_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0175_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0175_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0176_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0176_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0177_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0177_f80,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
igbt_0178_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0178_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0179_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0179_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0180_f60,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0180_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0181_f60,ALIGN MASK LEVEL 1,ALIGN MASK LEVEL 2,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 4,ALIGN MASK LEVEL 5
igbt_0181_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0182_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0182_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0183_f60,SPIN COAT PHOTORESIST,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,DEVELOP PHOTORESIST,SOFT BAKE
igbt_0183_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0184_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0184_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0185_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0185_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0186_f60,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0186_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0187_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0187_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0188_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0188_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0189_f60,SPIN COAT PHOTORESIST,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,DEVELOP PHOTORESIST,SOFT BAKE
igbt_0189_f80,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
igbt_0190_f60,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0190_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0191_f60,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0191_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0192_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0192_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0193_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0193_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0194_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0194_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0195_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0195_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0196_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0196_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0197_f60,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0197_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0198_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0198_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0199_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0199_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0000_f60,STRIP PHOTORESIST,STRIP RESIST,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0000_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0001_f60,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0001_f80,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0002_f60,CLEAN AFTER VIA ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING,CLEAN AFTER ETCH,CLEAN AFTER POLY ETCH
ic_0002_f80,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0003_f60,STRIP RESIST,STRIP PHOTORESIST,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0003_f80,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0004_f60,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0004_f80,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0005_f60,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0005_f80,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0006_f60,STRIP RESIST,STRIP PHOTORESIST,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0006_f80,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0007_f60,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN PAD OPENING,CLEAN AFTER METAL ETCH,CLEAN AFTER ETCH
ic_0007_f80,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0008_f60,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0008_f80,STRIP PHOTORESIST,STRIP RESIST,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0009_f60,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN PAD OPENING,CLEAN AFTER METAL ETCH,CLEAN AFTER ETCH
ic_0009_f80,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0010_f60,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0010_f80,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0011_f60,STRIP PHOTORESIST,STRIP RESIST,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0011_f80,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0012_f60,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0012_f80,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0013_f60,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,VIA ETCH,DEVELOP PHOTORESIST
ic_0013_f80,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0014_f60,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0014_f80,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0015_f60,CLEAN AFTER VIA ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING,CLEAN AFTER ETCH,CLEAN AFTER POLY ETCH
ic_0015_f80,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0016_f60,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0016_f80,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0017_f60,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0017_f80,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,METAL PATTERN INSPECTION,POLY PATTERN INSPECTION,INSPECT PATTERN LEVEL 1
ic_0018_f60,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0018_f80,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0019_f60,CLEAN AFTER VIA ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING,CLEAN AFTER ETCH,CLEAN AFTER POLY ETCH
ic_0019_f80,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0020_f60,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0020_f80,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0021_f60,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0021_f80,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0022_f60,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0022_f80,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0023_f60,STRIP PHOTORESIST,STRIP RESIST,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0023_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0024_f60,STRIP PHOTORESIST,STRIP RESIST,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0024_f80,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0025_f60,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0025_f80,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0026_f60,STRIP PHOTORESIST,STRIP RESIST,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0026_f80,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0027_f60,MEASURE VIA CD,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0027_f80,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0028_f60,STRIP PHOTORESIST,STRIP RESIST,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0028_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0029_f60,VIA OPENING INSPECTION,VIA INSPECTION,FIELD PATTERN INSPECTION,METAL PATTERN INSPECTION,POLY PATTERN INSPECTION
ic_0029_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0030_f60,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0030_f80,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0031_f60,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN PAD OPENING,CLEAN AFTER METAL ETCH,CLEAN AFTER ETCH
ic_0031_f80,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0032_f60,DEPOSIT METAL SEED,DEPOSIT TUNGSTEN SEED,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0032_f80,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
ic_0033_f60,STRIP PHOTORESIST,STRIP RESIST,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0033_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0034_f60,CLEAN AFTER VIA ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING,CLEAN AFTER ETCH,CLEAN AFTER POLY ETCH
ic_0034_f80,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0035_f60,VIA ETCH THROUGH DIELECTRIC,VIA ETCH,DIELECTRIC ETCH VIA,OXIDE ETCH DRY,POLYSILICON ETCH DRY
ic_0035_f80,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0036_f60,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN PAD OPENING,CLEAN AFTER METAL ETCH,CLEAN AFTER ETCH
ic_0036_f80,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0037_f60,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN PAD OPENING,CLEAN AFTER METAL ETCH,CLEAN AFTER ETCH
ic_0037_f80,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,METAL PATTERN INSPECTION,POLY PATTERN INSPECTION,INSPECT PATTERN LEVEL 1
ic_0038_f60,STRIP PHOTORESIST,STRIP RESIST,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
ic_0038_f80,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
